paper_a_id,method,research_type,paper_b_id,paper_b_text,paper_c_id,paper_c_text,y_true,y_pred,reason,paperA
neg-1s-77,1,,2208.06115v5,"A Nonparametric Approach with Marginals for Modeling Consumer Choice; Given data on the choices made by consumers for different offer sets, a key
challenge is to develop parsimonious models that describe and predict consumer
choice behavior while being amenable to prescriptive tasks such as pricing and
assortment optimization. The marginal distribution model (MDM) is one such
model, which requires only the specification of marginal distributions of the
random utilities. This paper aims to establish necessary and sufficient
conditions for given choice data to be consistent with the MDM hypothesis,
inspired by the usefulness of similar characterizations for the random utility
model (RUM). This endeavor leads to an exact characterization of the set of
choice probabilities that the MDM can represent. Verifying the consistency of
choice data with this characterization is equivalent to solving a
polynomial-sized linear program. Since the analogous verification task for RUM
is computationally intractable and neither of these models subsumes the other,
MDM is helpful in striking a balance between tractability and representational
power. The characterization is then used with robust optimization for making
data-driven sales and revenue predictions for new unseen assortments. When the
choice data lacks consistency with the MDM hypothesis, finding the best-fitting
MDM choice probabilities reduces to solving a mixed integer convex program.
Numerical results using real world data and synthetic data demonstrate that MDM
exhibits competitive representational power and prediction performance compared
to RUM and parametric models while being significantly faster in computation
than RUM.",2208.06152v1,"ALS: Augmented Lagrangian Sketching Methods for Linear Systems; We develop two fundamental stochastic sketching techniques; Penalty Sketching
(PS) and Augmented Lagrangian Sketching (ALS) for solving consistent linear
systems. The proposed PS and ALS techniques extend and generalize the scope of
Sketch & Project (SP) method by introducing Lagrangian penalty sketches. In
doing so, we recover SP methods as special cases and furthermore develop a
family of new stochastic iterative methods. By varying sketch parameters in the
proposed PS method, we recover novel stochastic methods such as Penalty Newton
Descent, Penalty Kaczmarz, Penalty Stochastic Descent, Penalty Coordinate
Descent, Penalty Gaussian Pursuit, and Penalty Block Kaczmarz. Furthermore, the
proposed ALS method synthesizes a wide variety of new stochastic methods such
as Augmented Newton Descent, Augmented Kaczmarz, Augmented Stochastic Descent,
Augmented Coordinate Descent, Augmented Gaussian Pursuit, and Augmented Block
Kaczmarz into one framework. Moreover, we show that the developed PS and ALS
frameworks can be used to reformulate the original linear system into
equivalent stochastic optimization problems namely the Penalty Stochastic
Reformulation and Augmented Stochastic Reformulation. We prove global
convergence rates for the PS and ALS methods as well as sub-linear
$\mathcal{O}(\frac{1}{k})$ rates for the Cesaro average of iterates. The
proposed convergence results hold for a wide family of distributions of random
matrices, which provides the opportunity of fine-tuning the randomness of the
method suitable for specific applications. Finally, we perform computational
experiments that demonstrate the efficiency of our methods compared to the
existing SP methods.",False,False,"Combining consumer choice modeling with augmented Lagrangian sketching lacks a clear, feasible application that validates the integration experimentally, failing to meet all multidisciplinary research standards.",
neg-1s-78,1,,2201.05712v2,"Expectile-based hydrological modelling for uncertainty estimation: Life
  after mean; Predictions of hydrological models should be probabilistic in nature. Our aim
is to introduce a method that estimates directly the uncertainty of
hydrological simulations using expectiles, thus complementing previous
quantile-based direct approaches as well as generalizing mean-based approaches.
Expectiles are new risk measures in hydrology. Compared to quantiles that use
information of the frequency of process realizations over a specified value,
expectiles use additional information of the magnitude of the exceedances over
the specified value. Expectiles are least square analogues of quantiles and can
characterize the probability distribution in much the same way as quantiles do.
Moreover, the mean of the probability distribution is the special case of the
expectile at level 0.5. To this end, we propose calibrating hydrological models
using the expectile loss function, which is strictly consistent for expectiles.
We apply our method to 511 basins in contiguous US and deliver predictive
expectiles of hydrological simulations with the GR4J, GR5J and GR6J
hydrological models at expectile levels 0.5, 0.9, 0.95 and 0.975. An honest
assessment empirically proves that the GR6J model outperforms the other two
models at all expectile levels. Great opportunities are offered for moving
beyond the mean in hydrological modelling by simply adjusting the objective
function.",2201.06332v1,"Optimal monitoring location for risk tracking of geotechnical systems:
  theory and application to tunneling excavation risks; The maturity of structural health monitoring technology brings
ever-increasing opportunities for geotechnical structures and underground
infrastructure systems to track the risk of structural failure, such as
settlement-induced building damage, based on the monitored data. Reliability
updating techniques can offer solutions to estimate the probability of failing
to meet a prescribed objective using various types of information that are
inclusive of equality and inequality. However, the update in reliability can be
highly sensitive to monitoring location. Therefore, there may exist optimal
locations in a system for monitoring that yield the maximum value for
reliability updating. This paper proposes a computational framework for optimal
monitoring location based on an innovative metric called sensitivity of
information (SOI) that quantifies the relative change in unconditional and
conditional reliability indexes. A state-of-the-practice case of risks posed by
tunneling-induced settlement to buildings is explored in-depth to demonstrate
and evaluate the computational efficiency of the proposed framework.",False,True,"Combining expectile-based uncertainty estimation from hydrological modeling with optimal monitoring location strategies for geotechnical risks offers a novel, feasible, and useful multidisciplinary approach that integrates probabilistic hydrological insights into structural health monitoring.",
neg-1s-79,1,,1706.05823v1,"Algebraic cycles on Fano varieties of some cubics; This note is about cycle-theoretic properties of the Fano variety of lines on
a smooth cubic fivefold. The arguments are based on the fact that this Fano
variety has finite-dimensional motive. We also present some results concerning
Chow groups of Fano varieties of lines on certain cubics in other dimensions.",1706.05908v1,"Fixed points and entropy of endomorphisms on simple abelian varieties; In this paper we investigate fixed-point numbers and entropies of
endomorphisms on abelian varieties. It was shown quite recently that the number
of fixed-points of an iterated endomorphism on a simple complex torus is either
periodic or grows exponentially. Criteria to decide whether a given
endomorphism is of the one type or the other are still missing. Our first
result provides such criteria for simple abelian varieties in terms of the
possible types of endomorphism algebras. The number of fixed-points depends on
the eigenvalues and we exactly show which analytic eigenvalues occur. This
insight is also the starting point to ask for the entropy of an endomorphism.
Our second result offers criteria for an endomorphism to be of zero or positive
entropy. The entropy is computed as the logarithm of a real number and our
third result characterizes the algebraic structure of this number.",False,False,"The abstracts from algebraic geometry and dynamical systems do not present a clear, integrable concept combination that satisfies all standards of multidisciplinary, feasible, novel, and useful research within the given contexts.",
neg-1s-80,1,,1701.00875v2,"Optimal Mean-Reverting Spread Trading: Nonlinear Integral Equation
  Approach; We study several optimal stopping problems that arise from trading a
mean-reverting price spread over a finite horizon. Modeling the spread by the
Ornstein-Uhlenbeck process, we analyze three different trading strategies: (i)
the long-short strategy; (ii) the short-long strategy, and (iii) the chooser
strategy, i.e. the trader can enter into the spread by taking either long or
short position. In each of these cases, we solve an optimal double stopping
problem to determine the optimal timing for starting and subsequently closing
the position. We utilize the local time-space calculus of Peskir (2005a) and
derive the nonlinear integral equations of Volterra-type that uniquely char-
acterize the boundaries associated with the optimal timing decisions in all
three problems. These integral equations are used to numerically compute the
optimal boundaries.",1701.01327v3,"Optimal liquidation in a Level-I limit order book for large tick stocks; We propose a framework to study the optimal liquidation strategy in a limit
order book for large-tick stocks, with spread equal to one tick. All order book
events (market orders, limit orders and cancellations) occur according to
independent Poisson processes, with parameters depending on price move
directions. Our goal is to maximise the expected terminal wealth of an agent
who needs to liquidate her positions within a fixed time horizon. Assuming that
the agent trades (through sell limit order or/and sell market order) only when
the price moves, we model her liquidation procedure as a semi-Markov decision
process, and compute the semi-Markov kernel using Laplace method in the
language of queueing theory. The optimal liquidation policy is then solved by
dynamic programming, and illustrated numerically.",False,False,"Both papers are rooted in quantitative finance and focus on trading strategies and liquidation, lacking the integration of distinct disciplines to create a truly multidisciplinary research idea.",
neg-1s-81,1,,0801.0253v1,"Toward a statistical mechanics of four letter words; We consider words as a network of interacting letters, and approximate the
probability distribution of states taken on by this network. Despite the
intuition that the rules of English spelling are highly combinatorial (and
arbitrary), we find that maximum entropy models consistent with pairwise
correlations among letters provide a surprisingly good approximation to the
full statistics of four letter words, capturing ~92% of the multi-information
among letters and even ""discovering"" real words that were not represented in
the data from which the pairwise correlations were estimated. The maximum
entropy model defines an energy landscape on the space of possible words, and
local minima in this landscape account for nearly two-thirds of words used in
written English.",0801.3056v2,"Transient and Equilibrium Synchronization in Complex Neuronal Networks; Transient and equilibrium synchronizations in complex neuronal networks as a
consequence of dynamics induced by having sources placed at specific neurons
are investigated. The basic integrate-and-fire neuron is adopted, and the
dynamics is estimated computationally so as to obtain the activation at each
node along each instant of time. In the transient case, the dynamics is
implemented so as to conserve the total activation entering the system. In our
equilibrium investigations, the internally stored activation is limited to the
value of the respective threshold. The synchronization of the activation of the
network is then quantified in terms of its normalized entropy. The equilibrium
investigations involve the application of a number of complementary
characterization methods, including spectra and Principal Component Analysis,
as well as of an equivalent model capable of reproducing both the transient and
equilibrium dynamics. The potential of such concepts and measurements is
explored with respect to several theoretical models, as well as for the
neuronal network of \emph{C. elegans}. A series of interesting results are
obtained and discussed, including the fact that all models led to a transient
period of synchronization, whose specific features depend on the topological
structures of the networks. The investigations of the equilibrium dynamics
revealed a series of remarkable insights, including the relationship between
spiking oscillations and the hierarchical structure of the networks and the
identification of twin correlation patterns between node degree and total
activation, implying that hubs of connectivity are also hubs of
integrate-and-fire activation.",False,False,"Combining linguistic statistical mechanics with neuronal network synchronization does not clearly meet all standards of feasibility, novelty, and utility based on the provided abstracts.",
neg-1s-82,1,,2203.01207v1,"Container Localisation and Mass Estimation with an RGB-D Camera; In the research area of human-robot interactions, the automatic estimation of
the mass of a container manipulated by a person leveraging only visual
information is a challenging task. The main challenges consist of occlusions,
different filling materials and lighting conditions. The mass of an object
constitutes key information for the robot to correctly regulate the force
required to grasp the container. We propose a single RGB-D camera-based method
to locate a manipulated container and estimate its empty mass i.e.,
independently of the presence of the content. The method first automatically
selects a number of candidate containers based on the distance with the fixed
frontal view, then averages the mass predictions of a lightweight model to
provide the final estimation. Results on the CORSMAL Containers Manipulation
dataset show that the proposed method estimates empty container mass obtaining
a score of 71.08% under different lighting or filling conditions.",2203.01296v1,"Half Wavelet Attention on M-Net+ for Low-Light Image Enhancement; Low-Light Image Enhancement is a computer vision task which intensifies the
dark images to appropriate brightness. It can also be seen as an ill-posed
problem in image restoration domain. With the success of deep neural networks,
the convolutional neural networks surpass the traditional algorithm-based
methods and become the mainstream in the computer vision area. To advance the
performance of enhancement algorithms, we propose an image enhancement network
(HWMNet) based on an improved hierarchical model: M-Net+. Specifically, we use
a half wavelet attention block on M-Net+ to enrich the features from wavelet
domain. Furthermore, our HWMNet has competitive performance results on two
image enhancement datasets in terms of quantitative metrics and visual quality.
The source code and pretrained model are available at
https://github.com/FanChiMao/HWMNet.",False,False,"Combining mass estimation with low-light enhancement may improve performance, but it lacks the novelty and multidisciplinary integration required. The idea appears incremental rather than an ingenious fusion of concepts from both papers.",
neg-1s-83,1,,2305.00385v2,"Cross-Shaped Windows Transformer with Self-supervised Pretraining for
  Clinically Significant Prostate Cancer Detection in Bi-parametric MRI; Biparametric magnetic resonance imaging (bpMRI) has demonstrated promising
results in prostate cancer (PCa) detection using convolutional neural networks
(CNNs). Recently, transformers have achieved competitive performance compared
to CNNs in computer vision. Large scale transformers need abundant annotated
data for training, which are difficult to obtain in medical imaging.
Self-supervised learning (SSL) utilizes unlabeled data to generate meaningful
semantic representations without the need for costly annotations, enhancing
model performance on tasks with limited labeled data. We introduce a novel
end-to-end Cross-Shaped windows (CSwin) transformer UNet model, CSwin UNet, to
detect clinically significant prostate cancer (csPCa) in prostate bi-parametric
MR imaging (bpMRI) and demonstrate the effectiveness of our proposed
self-supervised pre-training framework. Using a large prostate bpMRI dataset
with 1500 patients, we first pretrain CSwin transformer using multi-task
self-supervised learning to improve data-efficiency and network
generalizability. We then finetune using lesion annotations to perform csPCa
detection. Five-fold cross validation shows that self-supervised CSwin UNet
achieves 0.888 AUC and 0.545 Average Precision (AP), significantly
outperforming four comparable models (Swin UNETR, DynUNet, Attention UNet,
UNet). Using a separate bpMRI dataset with 158 patients, we evaluate our method
robustness to external hold-out data. Self-supervised CSwin UNet achieves 0.79
AUC and 0.45 AP, still outperforming all other comparable methods and
demonstrating good generalization to external data.",2305.00627v2,"CNN-based fully automatic mitral valve extraction using CT images and
  existence probability maps; Accurate extraction of mitral valve shape from clinical tomographic images
acquired in patients has proven useful for planning surgical and interventional
mitral valve treatments. However, manual extraction of the mitral valve shape
is laborious, and the existing automatic extraction methods have not been
sufficiently accurate. In this paper, we propose a fully automated method of
extracting mitral valve shape from computed tomography (CT) images for the all
phases of the cardiac cycle. This method extracts the mitral valve shape based
on DenseNet using both the original CT image and the existence probability maps
of the mitral valve area inferred by U-Net as input. A total of 1585 CT images
from 204 patients with various cardiac diseases including mitral regurgitation
(MR) were collected and manually annotated for mitral valve region. The
proposed method was trained and evaluated by 10-fold cross validation using the
collected data and was compared with the method without the existence
probability maps. The mean error of shape extraction error in the proposed
method is 0.88 mm, which is an improvement of 0.32 mm compared with the method
without the existence probability maps.",False,False,"The proposed ideas are primarily within the domain of medical imaging and machine learning without integrating distinct disciplines, thus not meeting all multidisciplinary standards.",
neg-1s-84,1,,2305.08615v1,"Sakaguchi Swarmalators; Swarmalators are phase oscillators that cluster in space, like fireflies
flashing on a swarm to attract mates. Interactions between particles, which
tend to synchronize their phases and align their motion, decrease with the
distance and phase difference between them, coupling the spatial and phase
dynamics. In this work, we explore the effects of disorder induced by phase
frustration on a system of Swarmalators that move on a one-dimensional ring.
Our model is inspired by the well-known Kuramoto-Sakaguchi equations. We find,
numerically and analytically, the ordered and disordered states that emerge in
the system. The active states, not present in the model without disorder,
resemble states found previously in numerical studies for the 2D Swarmalators
system. One of these states, in particular, shows similarities to turbulence
generated in a flattened media. We show that all ordered states can be
generated for any values of the coupling constants by tuning the phase
frustration parameters only. Moreover, many of these combinations display
multi-stability.",2305.12346v1,"Asymptotic theory of not completely integrable soliton equations; We develop the theory of transformation of intensive initial nonlinear wave
pulses to trains of solitons emerging at asymptotically large time of
evolution. Our approach is based on the theory of dispersive shock waves in
which the number of nonlinear oscillations in the shock becomes the number of
solitons at the asymptotic state. We show that this number of oscillations,
which is proportional to the classical action of particles associated with the
small-amplitude edges of shocks, is preserved by the dispersionless flow. Then
the Poincar\'e-Cartan integral invariant is also constant and therefore it
reduces to the quantization rule similar to the Bohr-Sommerfeld quantization
rule for linear spectral problem associated with completely integrable
equations. This rule yields a set of `eigenvalues' which are related with the
asymptotic solitons' velocities and other their characteristics. Our analytical
results agree very well with the results of numerical solutions of the
generalized nonlinear Schr\""odinger equation.",False,False,"The combination of swarmalator dynamics and soliton asymptotic theory does not clearly meet all the multidisciplinary, feasible, novel, and useful criteria based on the provided abstracts.",
neg-1s-85,1,,1612.00133v3,"Geoneutrinos at Jinping: Flux prediction and oscillation analysis; Geoneutrinos are electron antineutrinos ($\bar\nu_e$) generated by the
beta-decays of radionuclides naturally occurring inside the Earth, in
particular $^{238}$U, $^{232}$Th, and $^{40}$K. Measurement of these neutrinos
provides powerful constraints on the radiogenic heat of the Earth and tests on
the Earth models. Since the prediction of $\bar\nu_e$'s in geoneutrino flux is
subject to neutrino oscillation effects, we performed a calculation including
detailed oscillation analysis in the propagation of geoneutrinos and reactor
neutrinos generated around the Earth. The expected geoneutrino signal, the
reactor neutrino background rates and the systematic error budget are provided
for a proposed 3-kiloton neutrino detector at the Jinping underground lab in
Sichuan, China. In addition, we evaluated sensitivities for the geoneutrino
flux, Th/U ratio and power of a possible fission reactor in the interior of
Earth.",1612.00705v1,"An Optical Atmospheric Phenomenon Observed in 1670 over the City of
  Astrakhan Was not a Mid-Latitude Aurora; It has been recently claimed (Zolotova and Ponyavin, Solar Phys., 291, 2869,
2016, ZP16 henceforth) that a mid-latitude optical phenomenon, which took place
over the city of Astrakhan in July 1670, according to Russian chronicles, was a
strong aurora borealis. If this was true, it would imply a very strong or even
severe geomagnetic storm during the quietest part of the Maunder minimum.
However, as we argue in this article, this conclusion is erroneous and caused
by a misinterpretation of the chronicle record. As a result of a thorough
analysis of the chronicle text, we show that the described phenomenon occurred
during the daylight period of the day (""the last morning hour""), in the south
direction (""towards noon""), and its description does not match that of an
aurora. The date of the event was also incorrectly interpreted. We conclude
that this phenomenon was not a mid-latitude aurora but an atmospheric
phenomenon, the so-called sundog (or parhelion) which is a particular type of
solar halo. Accordingly, the claim about a strong mid-latitude aurora during
the deep Maunder minimum is not correct and should be dismissed.",False,False,"The two papers focus on distinct fields—neutrino physics and historical atmospheric phenomena—with no clear overlapping concepts to form a feasible, novel, and useful multidisciplinary research idea.",
neg-1s-86,1,,1811.06750v2,"Itô vs Stratonovich in the presence of absorbing states; It is widely assumed that there exists a simple transformation from the It\^o
interpretation to the one by Stratonovich and back for any stochastic
differential equation of applied interest. While this transformation exists
under suitable conditions, and transforms one interpretation into the other at
the price of modifying the drift of the equation, it cannot be considered
universal. We show that a class of stochastic differential equations,
characterized by the presence of absorbing states and of interest in
applications, does not admit such a transformation. In particular, formally
applying this transformation may lead to the disappearance of some absorbing
states. In turn, this modifies the long-time, and even the intermediate-time,
behavior of the solutions. The number of solutions can also be modified by the
unjustified application of the mentioned transformation, as well as by a change
in the interpretation of the noise. We discuss how these facts affect the
classical debate on the It\^o vs Stratonovich dilemma.",1811.06904v3,"Well-Posedness for Some Non-Linear Diffusion Processes and Related PDE
  on the Wasserstein Space; In this paper, we investigate the well-posedness of the martingale problem
associated to non-linear stochastic differential equations (SDEs) in the sense
of McKean-Vlasov under mild assumptions on the coefficients as well as
classical solutions for a class of associated linear partial differential
equations (PDEs) defined on $[0,T] \times \mathbb{R}^d \times
\mathcal{P}\_2(\mathbb{R}^d)$, for any $T>0$, $\mathcal{P}\_2(\mathbb{R}^d)$
being the Wasserstein space (i.e. the space of probability measures on
$\mathbb{R}^d$ with a finite second-order moment). In this case, the derivative
of a map along a probability measure is understood in the Lions' sense. The
martingale problem is addressed by a fixed point argument on a suitable
complete metric space, under some mild regularity assumptions on the
coefficients that covers a large class of interaction. Also, new well-posedness
results in the strong sense are obtained from the previous analysis. Under
additional assumptions, we then prove the existence of the associated density
and investigate its smoothness property. In particular, we establish some
Gaussian type bounds for its derivatives. We eventually address the existence
and uniqueness for the related linear Cauchy problem with irregular terminal
condition and source term.",False,False,"The abstracts focus on distinct aspects of stochastic differential equations and their mathematical properties without a clear intersection that meets all multidisciplinary, feasible, novel, and useful criteria.",
neg-1s-87,1,,2306.16924v2,"Ultimate parameters of an all-optical MX resonance in Cs in ultra-weak
  magnetic field; We present the results of studying the parameters of the magnetic MX
resonance in an all-optical sensor built according to the two-beam Bell-Bloom
scheme in nonzero ultra-weak magnetic fields in which the effects of
spin-exchange broadening suppression are partially manifested. We report on the
features of the resonance under these conditions. We also optimize the
resonance parameters to achieve maximum sensitivity in magnetoencephalographic
sensors. We demonstrate an improvement in the ultimate achievable sensitivity
of an all-optical MX sensor by a factor of four or more, which in our
experiment corresponds to a decrease from 13 to 3 fT/Hz1/2 in a volume of 0.13
cm3. We also report the effect of incomplete suppression of spin-exchange
broadening under conditions of strong transverse modulated optical pumping, and
propose a semi-empirical model to describe it.",2306.16967v1,"On the relevance of acoustic measurements for creating realistic virtual
  acoustic environments; Geometrical approaches for room acoustics simulation have the advantage of
requiring limited computational resources while still achieving a high
perceptual plausibility. A common approach is using the image source model for
direct and early reflections in connection with further simplified models such
as a feedback delay network for the diffuse reverberant tail. When recreating
real spaces as virtual acoustic environments using room acoustics simulation,
the perceptual relevance of individual parameters in the simulation is unclear.
Here we investigate the importance of underlying acoustical measurements and
technical evaluation methods to obtain high-quality room acoustics simulations
in agreement with dummy-head recordings of a real space. We focus on the role
of source directivity. The effect of including measured, modelled, and
omnidirectional source directivity in room acoustics simulations was assessed
in comparison to the measured reference. Technical evaluation strategies to
verify and improve the accuracy of various elements in the simulation
processing chain from source, the room properties, to the receiver are
presented. Perceptual results from an ABX listening experiment with random
speech tokens are shown and compared with technical measures for a ranking of
simulation approaches.",False,False,"The two papers address distinct fields—optical magnetic sensing and acoustic environment simulation—with no clear overlapping concepts to form a feasible, novel, and useful multidisciplinary research idea that meets all the specified standards.",
neg-1s-88,1,,math-ph/0508068v2,"Lamé equation, quantum top and elliptic Bernoulli polynomials; A generalisation of the odd Bernoulli polynomials related to the quantum
Euler top is introduced and investigated. This is applied to compute the
coefficients of the spectral polynomials for the classical Lam\'e operator.",math-ph/0512055v1,"p-Adic analysis in the Lizorkin type spaces: fractional operators,
  pseudo-differential equations and Tauberian theorems; In this paper the p -adic Lizorkin spaces of test functions and distributions
are introduced, and multidimensional Vladimirov's and Taibleson's fractional
operators are studied on these spaces. Since the p -adic Lizorkin spaces are
invariant under the Vladimirov and Taibleson operators, they can play a key
role in considerations related to fractional operator problems. A class of p
-adic pseudo-differential operators in the Lizorkin spaces is also introduced
and solutions of pseudo-differential equations are constructed. p -Adic
multidimensional Tauberian theorems connected with fractional operators and
pseudo-differential operators for the Lizorkin distributions are also proved.",False,False,"Combining concepts from quantum tops and p-adic fractional operators may lack clear feasibility and practical utility, making it unlikely to meet all multidisciplinary, novel, and useful research standards.",
neg-1s-89,1,,1609.07319v1,"Equidistribution in S-arithmetic and adelic spaces; We give an introduction to adelic mixing and its applications for
mathematicians knowing about the mixing of the geodesic flow on hyperbolic
surfaces. We focus on the example of the Hecke trees in the modular surface.",1609.07323v1,"Optimal Control Problems in Transport Dynamics; In the present paper we deal with an optimal control problem related to a
model in population dynamics; more precisely, the goal is to modify the
behavior of a given density of individuals via another population of agents
interacting with the first. The cost functional to be minimized to determine
the dynamics of the second population takes into account the desired target or
configuration to be reached as well as the quantity of control agents. Several
applications may fall into this framework, as for instance driving a mass of
pedestrian in (or out of) a certain location; influencing the stock market by
acting on a small quantity of key investors; controlling a swarm of unmanned
aerial vehicles by means of few piloted drones.",False,False,"The combination of adelic mixing in mathematical spaces and optimal control in transport dynamics does not clearly present a feasible, novel, and useful multidisciplinary research idea that can be experimentally validated.",
neg-1s-90,1,,1110.6595v2,"Ground waves in atomic chains with bi-monomial double-well potential; Ground waves in atomic chains are traveling waves that corresponds to minimal
non-trivial critical values of the underlying action functional. In this paper
we study FPU-type chains with bi-monomial double-well potential and prove the
existence of both periodic and solitary ground waves. To this end we minimize
the action on the Nehari manifold and show that periodic ground waves converge
to solitary ones. Finally, we compute ground waves numerically by a suitable
discretization of a constrained gradient flow.",1111.0205v1,"Random attractors for singular stochastic partial differential equations; The existence of random attractors for singular stochastic partial
differential equations (SPDE) perturbed by general additive noise is proven.
The drift is assumed only to satisfy the standard assumptions of the
variational approach to SPDE with compact embeddings in the Gelfand triple and
singular coercivity. For ergodic, monotone, contractive random dynamical
systems it is proven that the attractor consists of a single random point. In
case of real, linear multiplicative noise finite time extinction is obtained.
Applications include stochastic generalized fast diffusion equations and
stochastic generalized singular p-Laplace equations perturbed by Levy noise
with jump measure having finite first and second moments.",False,True,"Combining ground wave dynamics in atomic chains with stochastic attractor theory creates a novel, feasible multidisciplinary research idea. It integrates nonlinear physics and stochastic analysis, offering potential experimental validation and practical applications in material science.",
neg-1s-91,1,,2209.10489v1,"Recurrent Super-Resolution Method for Enhancing Low Quality Thermal
  Facial Data; The process of obtaining high-resolution images from single or multiple
low-resolution images of the same scene is of great interest for real-world
image and signal processing applications. This study is about exploring the
potential usage of deep learning based image super-resolution algorithms on
thermal data for producing high quality thermal imaging results for in-cabin
vehicular driver monitoring systems. In this work we have proposed and
developed a novel multi-image super-resolution recurrent neural network to
enhance the resolution and improve the quality of low-resolution thermal
imaging data captured from uncooled thermal cameras. The end-to-end fully
convolutional neural network is trained from scratch on newly acquired thermal
data of 30 different subjects in indoor environmental conditions. The
effectiveness of the thermally tuned super-resolution network is validated
quantitatively as well as qualitatively on test data of 6 distinct subjects.
The network was able to achieve a mean peak signal to noise ratio of 39.24 on
the validation dataset for 4x super-resolution, outperforming bicubic
interpolation both quantitatively and qualitatively.",2209.10675v2,"A Validation Approach to Over-parameterized Matrix and Image Recovery; This paper studies the problem of recovering a low-rank matrix from several
noisy random linear measurements. We consider the setting where the rank of the
ground-truth matrix is unknown a priori and use an objective function built
from a rank-overspecified factored representation of the matrix variable, where
the global optimal solutions overfit and do not correspond to the underlying
ground truth. We then solve the associated nonconvex problem using gradient
descent with small random initialization. We show that as long as the
measurement operators satisfy the restricted isometry property (RIP) with its
rank parameter scaling with the rank of the ground-truth matrix rather than
scaling with the overspecified matrix rank, gradient descent iterations are on
a particular trajectory towards the ground-truth matrix and achieve nearly
information-theoretically optimal recovery when it is stopped appropriately. We
then propose an efficient stopping strategy based on the common hold-out method
and show that it detects a nearly optimal estimator provably. Moreover,
experiments show that the proposed validation approach can also be efficiently
used for image restoration with deep image prior, which over-parameterizes an
image with a deep network.",False,True,"The combination of advanced super-resolution techniques for thermal imaging and robust matrix/image recovery validation methods offers a novel, feasible, and useful multidisciplinary approach that can enhance driver monitoring systems effectively.",
neg-1s-92,1,,1809.08946v1,"Direct visualization of the 3D structure of silicon impurities in
  graphene; We directly visualize the three-dimensional (3D) geometry and dynamics of
silicon impurities in graphene as well as their dynamics by
aberration-corrected scanning transmission electron microscopy. By acquiring
images when the sample is tilted, we show that an asymmetry of the atomic
position of the heteroatom in the projection reveals the non-planarity of the
structure. From a sequence of images, we further demonstrate that the Si atom
switches between up- and down- configurations with respect to the graphene
plane, with an asymmetric cross-section. We further analyze the 3D structure
and dynamics of a silicon tetramer in graphene. Our results clarify the
out-of-plane structure of impurities in graphene by direct experimental
observation and open a new route to study their dynamics in three dimensions.",1809.09301v1,"Reconfigurable Shape-Morphing Dielectric Elastomers Using Spatially
  Varying Electric Fields; Exceptionally large strains can be produced in soft elastomers by the
application of an electric field and the strains can be exploited for a variety
of novel actuators, such as tunable lenses and tactile actuators. However,
shape morphing with dielectric elastomers has not been possible since no
generalizable method for changing their Gaussian curvature has been devised. It
is shown that this fundamental limitation can be lifted by introducing
internal, spatially varying electric fields through a layer-by-layer
fabrication method incorporating shaped, carbon-nanotubes-based electrodes
between thin elastomer sheets. To illustrate the potential of the method,
voltage-tunable negative and positive Gaussian curvatures shapes are produced.
Furthermore, by applying voltages to different sets of internal electrodes, the
shapes can be re-configured. All the shape changes are reversible when the
voltage is removed.",False,True,"Combining 3D visualization of atomic structures in graphene with shape-morphing dielectric elastomers could create novel materials with dynamically adjustable properties, leveraging insights from materials science and electrical engineering. This multidisciplinary approach is feasible, innovative, and applicable to advanced material design.",
neg-1s-93,1,,2308.14388v2,"Biclustering Methods via Sparse Penalty; In this paper, we first reviewed several biclustering methods that are used
to identify the most significant clusters in gene expression data. Here we
mainly focused on the SSVD(sparse SVD) method and tried a new sparse penalty
named ""Prenet penalty"" which has been used only in factor analysis to gain
sparsity. Then in the simulation study, we tried different types of generated
datasets (with different sparsity and dimension) and tried 1-layer
approximation then for k-layers which shows the mixed Prenet penalty is very
effective for non-overlapped data. Finally, we used some real gene expression
data to show the behavior of our methods.",2309.03242v1,"Automated Bioinformatics Analysis via AutoBA; With the fast-growing and evolving omics data, the demand for streamlined and
adaptable tools to handle the analysis continues to grow. In response to this
need, we introduce Auto Bioinformatics Analysis (AutoBA), an autonomous AI
agent based on a large language model designed explicitly for conventional
omics data analysis. AutoBA simplifies the analytical process by requiring
minimal user input while delivering detailed step-by-step plans for various
bioinformatics tasks. Through rigorous validation by expert bioinformaticians,
AutoBA's robustness and adaptability are affirmed across a diverse range of
omics analysis cases, including whole genome sequencing (WGS), RNA sequencing
(RNA-seq), single-cell RNA-seq, ChIP-seq, and spatial transcriptomics. AutoBA's
unique capacity to self-design analysis processes based on input data
variations further underscores its versatility. Compared with online
bioinformatic services, AutoBA deploys the analysis locally, preserving data
privacy. Moreover, different from the predefined pipeline, AutoBA has
adaptability in sync with emerging bioinformatics tools. Overall, AutoBA
represents a convenient tool, offering robustness and adaptability for complex
omics data analysis.",False,True,"Combining sparse biclustering with an autonomous AI agent could create a novel tool that automatically identifies significant gene clusters, is experimentally feasible, innovative in integrating methods, and highly useful for streamlined gene expression analysis.",
