paper_a_id,method,research_type,paper_b_id,paper_b_text,paper_c_id,paper_c_text,y_true,y_pred,reason,paperA
neg-1s-83,1,,2402.16375v1,"Valuing insurance against small probability risks: A meta-analysis; The demand for voluntary insurance against low-probability, high-impact risks
is lower than expected. To assess the magnitude of the demand, we conduct a
meta-analysis of contingent valuation studies using a dataset of experimentally
elicited and survey-based estimates. We find that the average stated
willingness to pay (WTP) for insurance is 87% of expected losses. We perform a
meta-regression analysis to examine the heterogeneity in aggregate WTP across
these studies. The meta-regression reveals that information about loss
probability and probability levels positively influence relative willingness to
pay, whereas respondents' average income and age have a negative effect.
Moreover, we identify cultural sub-factors, such as power distance and
uncertainty avoidance, that provided additional explanations for differences in
WTP across international samples. Methodological factors related to the
sampling and data collection process significantly influence the stated WTP.
Our results, robust to model specification and publication bias, are relevant
to current debates on stated preferences for low-probability risks management.",2302.10521v1,"Cognitive characteristics of intellectually gifted children with a
  diagnosis of ADHD; Some children may be intellectually gifted, and yet experience behavioral and
academic difficulties. We examined 82 twice exceptional children (2eADHD),
having an excellent General Ability Index (GAI) derived from the Wechsler
Intelligence Scale for Children-IV (GAI >= 125), and a diagnosis of Attention
Deficit and Hyperactivity Disorder (ADHD). They accounted for 8.8% of a large
sample of children with ADHD, which is twice as high as the proportion of
intellectually gifted children in a typical population. This
over-representation does not reflect a misdiagnosis of ADHD, as these children
showed the typical features predicted on the grounds of data regarding the ADHD
sample, including lower scores in working memory and processing speed measures,
combined with the inclusion criteria for giftedness. Based on information
concerning intellectually gifted children with either a Specific Learning
Disorder (SLD) or typical development, we observed that these characteristics
of intelligence are similar to those seen in SLD, but not in typical
development, irrespective of whether 2e-ADHD children had a comorbid SLD.",False,False,While both papers address important issues—insurance demand for low-probability risks and the cognitive characteristics of gifted children with ADHD—they do not present overlapping concepts that can be feasibly combined into a novel multidisciplinary research idea that meets all the specified standards.,
neg-1s-84,1,,2402.05573v1,"Research on the evolution of domestic multi-functional meter technology; The technical evolution of domestic multi-functional electricity meter is
deeply discussed. With the rapid development of the domestic power market and
the continuous innovation of technology, the domestic multi-functional
electricity meters have experienced the transformation from simple billing to
complex multi-functional, from a single application to a wide range of fields.
This transformation has not only driven the rapid development of electricity
meter technology, but also met the increasing power demand and management
requirements. This paper expounds the concept of multi-function meter, the
working principle and algorithm of digital multiplier, the initiation and
evolution of multi-function electricity meter standard, and the initiation and
evolution of domestic multi-function electricity meter products. Although the
domestic independent production of multi-functional meter has made great
achievements in performance, but in the reliability and key process technology
still need to be improved. In addition, the development of communication
technology also provides a new opportunity for the progress of electricity
meter technology. The application of the new technology provides a more
convenient and efficient way for the data transmission and remote management of
electricity meters. Domestic multi-functional electricity meters have made
remarkable achievements in technology evolution and application and expansion,
but they still face some challenges and opportunities. In the future, with the
continuous development of the power market and the promotion of smart grid
construction, domestic multi-functional electricity meters need to continue to
strengthen technological innovation and product research and development,
improve the reliability and competitiveness of products, in order to meet
higher application needs and market requirements.",1408.4221v2,"Evolution of regulatory networks towards adaptability and stability in a
  changing environment; Diverse biological networks exhibit universal features distinguished from
those of random networks, calling much attention to their origins and
implications. Here we propose a minimal evolution model of Boolean regulatory
networks, which evolve by selectively rewiring links towards enhancing
adaptability to a changing environment and stability against dynamical
perturbations. We find that sparse and heterogeneous connectivity patterns
emerge, which show qualitative agreement with real transcriptional regulatory
networks and metabolic networks. The characteristic scaling behavior of
stability reflects the balance between robustness and flexibility. The scaling
of fluctuation in the perturbation spread shows a dynamic crossover, which is
analyzed by investigating separately the stochasticity of internal dynamics and
the network structures different depending on the evolution pathways. Our study
delineates how the ambivalent pressure of evolution shapes biological networks,
which can be helpful for studying general complex systems interacting with
environments.",False,False,"While both papers discuss evolution and adaptability, the concepts from domestic multi-functional meters and biological regulatory networks do not easily converge into a novel, feasible research idea that meets all standards. The technological and biological domains are too distinct for effective integration in this context.",
neg-1s-85,1,,1801.06423v1,"Minimum spanning tree release under differential privacy constraints; We investigate the problem of nodes clustering under privacy constraints when
representing a dataset as a graph. Our contribution is threefold. First we
formally define the concept of differential privacy for structured databases
such as graphs, and give an alternative definition based on a new neighborhood
notion between graphs. This definition is adapted to particular frameworks that
can be met in various application fields such as genomics, world wide web,
population survey, etc. Second, we introduce a new algorithm to tackle the
issue of privately releasing an approximated minimum spanning tree topology for
a simple-undirected-weighted graph. It provides a simple way of producing the
topology of a private almost minimum spanning tree which outperforms, in most
cases, the state of the art ""Laplace mechanism"" in terms of
weight-approximation error.
  Finally, we propose a theoretically motivated method combining a sanitizing
mechanism (such as Laplace or our new algorithm) with a Minimum Spanning Tree
(MST)-based clustering algorithm. It provides an accurate method for nodes
clustering in a graph while keeping the sensitive information contained in the
edges weights of the private graph. We provide some theoretical results on the
robustness of an almost minimum spanning tree construction for Laplace
sanitizing mechanisms. These results exhibit which conditions the graph weights
should respect in order to consider that the nodes form well separated clusters
both for Laplace and our algorithm as sanitizing mechanism. The method has been
experimentally evaluated on simulated data, and preliminary results show the
good behavior of the algorithm while identifying well separated clusters.",1701.05008v2,"Secret Key Agreement under Discussion Rate Constraints; For the multiterminal secret key agreement problem, new single-letter lower
bounds are obtained on the public discussion rate required to achieve any given
secret key rate below the secrecy capacity. The results apply to general source
model without helpers or wiretapper's side information but can be strengthened
for hypergraphical sources. In particular, for the pairwise independent
network, the results give rise to a complete characterization of the maximum
secret key rate achievable under a constraint on the total discussion rate.",False,True,"The combination of differential privacy in graph clustering from Paper 1 and secret key agreement under discussion rate constraints from Paper 2 can lead to a novel research idea focused on secure and private clustering of sensitive data in communication networks, which is both feasible and useful.",
neg-1s-86,1,,1410.6097v2,"Freeness of automata groups vs boundary dynamics; We prove that the boundary dynamics of the (semi)group generated by the
enriched dual transducer characterizes the algebraic property of being free for
an automaton group. We specialize this result to the class of bireversible
transducers and we show that the property of being not free is equivalent to
have a finite Schreier graph in the boundary of the enriched dual pointed on
some essentially non-trivial point. From these results we derive some
consequences from the dynamical, algorithmic and algebraic point of view. In
the last part of the paper we address the problem of finding examples of
non-bireversible transducers defining free groups, we show examples of
transducers with sink accessible from every state which generate free groups,
and, in general, we link this problem to the nonexistence of certain words with
interesting combinatorial and geometrical properties.",2201.03213v1,"New volatility evolution model after extreme events; In this paper, we propose a new dynamical model to study the two-stage
volatility evolution of stock market index after extreme events, and find that
the volatility after extreme events follows a stretched exponential decay in
the initial stage and becomes a power law decay at later times by using high
frequency minute data. Empirical study of the evolutionary behaviors of
volatility after endogenous and exogenous events further demonstrates the
descriptive power of our new model. To further explore the underlying
mechanisms of volatility evolution, we introduce the sequential arrival of
information hypothesis (SAIH) and the mixture of distribution hypothesis (MDH)
to test the two-stage assumption, and find that investors transform from the
uninformed state to the informed state in the first stage and informed
investors subsequently dominate in the second stage. The testing results offer
a supporting explanation for the validity of our new model and the fitted
values of relevant parameters.",False,False,"The concepts from the two papers—automata groups and stock market volatility—are too disparate to create a cohesive multidisciplinary research idea that meets all standards. While both involve dynamics, they do not lend themselves to a novel, feasible, and useful integration that addresses a common problem.",
neg-1s-87,1,,2108.03690v1,"Enhanced Invertible Encoding for Learned Image Compression; Although deep learning based image compression methods have achieved
promising progress these days, the performance of these methods still cannot
match the latest compression standard Versatile Video Coding (VVC). Most of the
recent developments focus on designing a more accurate and flexible entropy
model that can better parameterize the distributions of the latent features.
However, few efforts are devoted to structuring a better transformation between
the image space and the latent feature space. In this paper, instead of
employing previous autoencoder style networks to build this transformation, we
propose an enhanced Invertible Encoding Network with invertible neural networks
(INNs) to largely mitigate the information loss problem for better compression.
Experimental results on the Kodak, CLIC, and Tecnick datasets show that our
method outperforms the existing learned image compression methods and
compression standards, including VVC (VTM 12.1), especially for high-resolution
images. Our source code is available at https://github.com/xyq7/InvCompress.",2203.05595v1,"Social Networks and Spatial Mobility: Evidence from Facebook in India; This paper studies the role of social networks in spatial mobility across
India. Using aggregated and de-identified data from the world's largest online
social network, we (i) document new descriptive findings on the structure of
social networks and spatial mobility in India; (ii) quantify the effects of
social networks on annual migration choice; and (iii) embed these estimates in
a spatial equilibrium model to study the wage implications of increasing social
connectedness. Across millions of individuals, we find that multiple measures
of social capital are concentrated among the rich and educated and among
migrants. Across destinations, both mobility patterns and social networks are
concentrated toward richer areas. A model of migration suggests individuals are
indifferent between a 10% increase in destination wages and a 12-16% increase
in destination social networks. Accounting for networks reduces the
migration-distance relationship by 19%. In equilibrium, equalizing social
networks across locations improves average wages by 3% (24% for the bottom
wage-quartile), a larger impact than removing the marginal cost of distance. We
find evidence of an economic support mechanism, with destination economic
improvements reducing the migration-network elasticity. We also find suggestive
evidence for an emotional support mechanism from qualitative surveys among
Facebook users. Difference-in-difference estimates suggest college attendance
delivers a 20% increase in network size and diversity. Taken together, our data
suggest that - by reducing effective moving costs - increasing social
connectedness across space may have considerable economic gains.",False,False,"While both papers present interesting concepts, combining image compression techniques with social network analysis does not yield a clear, feasible, and novel research idea that addresses a specific problem effectively. The domains are too disparate to create a meaningful multidisciplinary project.",
neg-1s-88,1,,2003.07860v1,"NISE Estimation of an Economic Model of Crime; An economic model of crime is used to explore the consistent estimation of a
simultaneous linear equation without recourse to instrumental variables. A
maximum-likelihood procedure (NISE) is introduced, and its results are compared
to ordinary least squares and two-stage least squares. The paper is motivated
by previous research on the crime model and by the well-known practical problem
that valid instruments are frequently unavailable.",1907.06637v1,"The Bach Doodle: Approachable music composition with machine learning at
  scale; To make music composition more approachable, we designed the first AI-powered
Google Doodle, the Bach Doodle, where users can create their own melody and
have it harmonized by a machine learning model Coconet (Huang et al., 2017) in
the style of Bach. For users to input melodies, we designed a simplified
sheet-music based interface. To support an interactive experience at scale, we
re-implemented Coconet in TensorFlow.js (Smilkov et al., 2019) to run in the
browser and reduced its runtime from 40s to 2s by adopting dilated depth-wise
separable convolutions and fusing operations. We also reduced the model
download size to approximately 400KB through post-training weight quantization.
We calibrated a speed test based on partial model evaluation time to determine
if the harmonization request should be performed locally or sent to remote TPU
servers. In three days, people spent 350 years worth of time playing with the
Bach Doodle, and Coconet received more than 55 million queries. Users could
choose to rate their compositions and contribute them to a public dataset,
which we are releasing with this paper. We hope that the community finds this
dataset useful for applications ranging from ethnomusicological studies, to
music education, to improving machine learning models.",False,False,"While both papers introduce interesting concepts, the combination of an economic model of crime and AI-driven music composition does not yield a feasible or novel multidisciplinary research idea that effectively addresses a specific problem. The connection between the two fields is tenuous and lacks practical application.",
neg-1s-89,1,,1010.2826v1,"Tau Be or not Tau Be? - A Perspective on Service Compatibility and
  Substitutability; One of the main open research issues in Service Oriented Computing is to
propose automated techniques to analyse service interfaces. A first problem,
called compatibility, aims at determining whether a set of services (two in
this paper) can be composed together and interact with each other as expected.
Another related problem is to check the substitutability of one service with
another. These problems are especially difficult when behavioural descriptions
(i.e., message calls and their ordering) are taken into account in service
interfaces. Interfaces should capture as faithfully as possible the service
behaviour to make their automated analysis possible while not exhibiting
implementation details. In this position paper, we choose Labelled Transition
Systems to specify the behavioural part of service interfaces. In particular,
we show that internal behaviours (tau transitions) are necessary in these
transition systems in order to detect subtle errors that may occur when
composing a set of services together. We also show that tau transitions should
be handled differently in the compatibility and substitutability problem: the
former problem requires to check if the compatibility is preserved every time a
tau transition is traversed in one interface, whereas the latter requires a
precise analysis of tau branchings in order to make the substitution preserve
the properties (e.g., a compatibility notion) which were ensured before
replacement.",2301.02954v1,"A New Noncoherent Gaussian Signaling Scheme for Low Probability of
  Detection Communications; We propose a novel, Gaussian signaling mechanism for low probability of
detection (LPD) communication systems with either single or multiple antennas.
The new scheme is designed to allow the noncoherent detection of
Gaussian-distributed signals, enabling LPD communications using signals that
follow the complex Gaussian distribution in the time and frequency domains. It
is demonstrated via simulations that the proposed scheme achieves better
performance than a comparable conventional scheme over the entire SNR region,
with the advantage becoming more significant in scenarios with lower overhead.",False,False,"While both papers address complex systems—service-oriented computing and low probability of detection communications—they do not present overlapping concepts that can be feasibly combined into a novel research idea. The domains are too distinct, lacking a clear intersection for multidisciplinary innovation.",
neg-1s-90,1,,2010.15966v1,"Machine Learning for Experimental Design: Methods for Improved Blocking; Restricting randomization in the design of experiments (e.g., using
blocking/stratification, pair-wise matching, or rerandomization) can improve
the treatment-control balance on important covariates and therefore improve the
estimation of the treatment effect, particularly for small- and medium-sized
experiments. Existing guidance on how to identify these variables and implement
the restrictions is incomplete and conflicting. We identify that differences
are mainly due to the fact that what is important in the pre-treatment data may
not translate to the post-treatment data. We highlight settings where there is
sufficient data to provide clear guidance and outline improved methods to
mostly automate the process using modern machine learning (ML) techniques. We
show in simulations using real-world data, that these methods reduce both the
mean squared error of the estimate (14%-34%) and the size of the standard error
(6%-16%).",2208.11847v1,"CNN-based Prediction of Network Robustness With Missing Edges; Connectivity and controllability of a complex network are two important
issues that guarantee a networked system to function. Robustness of
connectivity and controllability guarantees the system to function properly and
stably under various malicious attacks. Evaluating network robustness using
attack simulations is time consuming, while the convolutional neural network
(CNN)-based prediction approach provides a cost-efficient method to approximate
the network robustness. In this paper, we investigate the performance of
CNN-based approaches for connectivity and controllability robustness
prediction, when partial network information is missing, namely the adjacency
matrix is incomplete. Extensive experimental studies are carried out. A
threshold is explored that if a total amount of more than 7.29\% information is
lost, the performance of CNN-based prediction will be significantly degenerated
for all cases in the experiments. Two scenarios of missing edge representations
are compared, 1) a missing edge is marked `no edge' in the input for
prediction, and 2) a missing edge is denoted using a special marker of
`unknown'. Experimental results reveal that the first representation is
misleading to the CNN-based predictors.",False,True,"The combination of machine learning methods for experimental design from Paper 1 and CNN-based predictions of network robustness from Paper 2 can lead to a novel approach for optimizing experimental designs in networked systems. This idea is feasible, as it can be validated through simulations and experiments, and addresses real-world issues in network robustness.",
neg-1s-91,1,,2311.18301v2,"Rainbow common graphs must be forests; We study the rainbow version of the graph commonness property: a graph $H$ is
$r$-rainbow common if the number of rainbow copies of $H$ (where all edges have
distinct colors) in an $r$-coloring of edges of $K_n$ is maximized
asymptotically by independently coloring each edge uniformly at random. $H$ is
\emph{$r$-rainbow uncommon} otherwise. We show that if $H$ has a cycle, then it
is $r$-rainbow uncommon for every $r$ at least the number of edges of $H$. This
generalizes a result of Erd\H{o}s and Hajnal, and proves a conjecture of De
Silva, Si, Tait, Tun\c{c}bilek, Yang, and Young.",2102.04296v3,"Data-driven design of targeted gene panels for estimating immunotherapy
  biomarkers; We introduce a novel data-driven framework for the design of targeted gene
panels for estimating exome-wide biomarkers in cancer immunotherapy. Our first
goal is to develop a generative model for the profile of mutation across the
exome, which allows for gene- and variant type-dependent mutation rates. Based
on this model, we then propose a new procedure for estimating biomarkers such
as tumour mutation burden and tumour indel nurden. Our approach allows the
practitioner to select a targeted gene panel of a prespecified size, and then
construct an estimator that only depends on the selected genes. Alternatively,
the practitioner may apply our method to make predictions based on an existing
gene panel, or to augment a gene panel to a given size. We demonstrate the
excellent performance of our proposal using data from three non-small cell lung
cancer studies, as well as data from six other cancer types.",False,False,"The concepts from the two papers—graph theory and cancer immunotherapy—do not easily converge into a novel multidisciplinary idea that meets all standards. While both involve complex systems, the lack of a clear, practical application that combines their methodologies limits feasibility and usefulness.",
neg-1s-92,1,,2412.17822v1,"Emergent poverty traps and inequality at multiple levels impedes social
  mobility; Eradicating extreme poverty and inequality are the key leverage points to
achieve the seventeen Sustainable Development goals. Yet, the reduction in
extreme poverty and inequality are vulnerable to shocks such as the pandemic
and climate change. We find that that these vulnerabilities emerge from the
interaction between individual and institutional mechanisms. Individual
characteristics like risk aversion, attention, and saving propensity can lead
to sub-optimal diversification and low capital accumulation. These individual
drivers are reinforced by institutional mechanisms such as lack of financial
inclusion, access to technology, and economic segregation, leading to
persistent inequality and poverty traps. Our experiments demonstrate that
addressing above factors yields 'double dividend' - reducing poverty and
inequality within-and-between communities and create positive feedback that can
withstand shocks.",2204.11425v2,"BCI: Breast Cancer Immunohistochemical Image Generation through Pyramid
  Pix2pix; The evaluation of human epidermal growth factor receptor 2 (HER2) expression
is essential to formulate a precise treatment for breast cancer. The routine
evaluation of HER2 is conducted with immunohistochemical techniques (IHC),
which is very expensive. Therefore, for the first time, we propose a breast
cancer immunohistochemical (BCI) benchmark attempting to synthesize IHC data
directly with the paired hematoxylin and eosin (HE) stained images. The dataset
contains 4870 registered image pairs, covering a variety of HER2 expression
levels. Based on BCI, as a minor contribution, we further build a pyramid
pix2pix image generation method, which achieves better HE to IHC translation
results than the other current popular algorithms. Extensive experiments
demonstrate that BCI poses new challenges to the existing image translation
research. Besides, BCI also opens the door for future pathology studies in HER2
expression evaluation based on the synthesized IHC images. BCI dataset can be
downloaded from https://bupt-ai-cz.github.io/BCI.",False,False,"While both papers address significant issues—poverty and inequality in Paper 1, and breast cancer diagnosis in Paper 2—their intersection does not yield a feasible, novel, and useful multidisciplinary research idea. The concepts do not synergize effectively to create a new solution or approach.",
neg-1s-93,1,,1307.0781v1,"Distributed Online Big Data Classification Using Context Information; Distributed, online data mining systems have emerged as a result of
applications requiring analysis of large amounts of correlated and
high-dimensional data produced by multiple distributed data sources. We propose
a distributed online data classification framework where data is gathered by
distributed data sources and processed by a heterogeneous set of distributed
learners which learn online, at run-time, how to classify the different data
streams either by using their locally available classification functions or by
helping each other by classifying each other's data. Importantly, since the
data is gathered at different locations, sending the data to another learner to
process incurs additional costs such as delays, and hence this will be only
beneficial if the benefits obtained from a better classification will exceed
the costs. We model the problem of joint classification by the distributed and
heterogeneous learners from multiple data sources as a distributed contextual
bandit problem where each data is characterized by a specific context. We
develop a distributed online learning algorithm for which we can prove
sublinear regret. Compared to prior work in distributed online data mining, our
work is the first to provide analytic regret results characterizing the
performance of the proposed algorithm.",1811.10274v1,"Sound Approximation of Programs with Elementary Functions; Elementary function calls are a common feature in numerical programs. While
their implementions in library functions are highly optimized, their
computation is nonetheless very expensive compared to plain arithmetic. Full
accuracy is, however, not always needed. Unlike arithmetic, where the
performance difference between for example single and double precision
floating-point arithmetic is relatively small, elementary function calls
provide a much richer tradeoff space between accuracy and efficiency.
Navigating this space is challenging. First, generating approximations of
elementary function calls which are guaranteed to satisfy accuracy error bounds
is highly nontrivial. Second, the performance of such approximations generally
depends on several parameters which are unintuitive to choose manually,
especially for non-experts.
  We present a fully automated approach and tool which approximates elementary
function calls inside small programs while guaranteeing overall user provided
error bounds. Our tool leverages existing techniques for roundoff error
computation and approximation of individual elementary function calls, and
provides automated selection of many parameters. Our experiments show that
significant efficiency improvements are possible in exchange for reduced, but
guaranteed, accuracy.",False,True,"The combination of distributed online data classification and automated approximation of elementary functions can lead to a novel framework that optimizes data processing efficiency while maintaining accuracy. This multidisciplinary approach is feasible, as it can be validated through experiments in real-time data environments.",
neg-1s-94,1,,2410.08061v3,"A study of nil Hecke algebras via Hopf algebroids; Hopf algebroids are generalizations of Hopf algebras to less commutative
settings. We show how the comultiplication defined by Kostant and Kumar turns
the affine nil Hecke algebra associated to a Coxeter system into a Hopf
algebroid without an antipode. The proof relies on mixed dihedral braid
relations between Demazure operators and simple reflections. For researchers
new to Hopf algebroids we include additional examples from ring theory,
representation theory, and algebraic geometry.",1905.01644v1,"Testable Properties in General Graphs and Random Order Streaming; We present a novel framework closely linking the areas of property testing
and data streaming algorithms in the setting of general graphs. It has been
recently shown (Monemizadeh et al. 2017) that for bounded-degree graphs, any
constant-query tester can be emulated in the random order streaming model by a
streaming algorithm that uses only space required to store a constant number of
words. However, in a more natural setting of general graphs, with no
restriction on the maximum degree, no such results were known because of our
lack of understanding of constant-query testers in general graphs and lack of
techniques to appropriately emulate in the streaming setting off-line
algorithms allowing many high-degree vertices.
  In this work we advance our understanding on both of these challenges. First,
we provide canonical testers for all constant-query testers for general graphs,
both, for one-sided and two-sided errors. Such canonizations were only known
before (in the adjacency matrix model) for dense graphs (Goldreich and Trevisan
2003) and (in the adjacency list model) for bounded degree (di-)graphs
(Goldreich and Ron 2011, Czumaj et al. 2016). Using the concept of canonical
testers, we then prove that every property of general graphs that is
constant-query testable with one-sided error can also be tested in
constant-space with one-sided error in the random order streaming model.
  Our results imply, among others, that properties like $(s,t)$
disconnectivity, $k$-path-freeness, etc. are constant-space testable in random
order streams.",False,False,"The concepts from the two papers—Hopf algebroids and property testing in graphs—do not easily converge into a novel multidisciplinary idea that meets all standards. While both areas are rich, their integration lacks a clear experimental validation pathway and practical application that addresses a specific problem.",
neg-1s-95,1,,2003.09300v1,"Graham's Formula for Valuing Growth Stocks; Benjamin Graham introduced a very simple formula for valuing a growth stock
in 1962. How does it work and why? What is a sensible way to calculate this
across many stocks and provide a scoring system to compare stocks amongst each
other? We are presenting a methodology here which is put into practice.",2411.01710v1,"SPES: Spectrogram Perturbation for Explainable Speech-to-Text Generation; Spurred by the demand for interpretable models, research on eXplainable AI
for language technologies has experienced significant growth, with feature
attribution methods emerging as a cornerstone of this progress. While prior
work in NLP explored such methods for classification tasks and textual
applications, explainability intersecting generation and speech is lagging,
with existing techniques failing to account for the autoregressive nature of
state-of-the-art models and to provide fine-grained, phonetically meaningful
explanations. We address this gap by introducing Spectrogram Perturbation for
Explainable Speech-to-text Generation (SPES), a feature attribution technique
applicable to sequence generation tasks with autoregressive models. SPES
provides explanations for each predicted token based on both the input
spectrogram and the previously generated tokens. Extensive evaluation on speech
recognition and translation demonstrates that SPES generates explanations that
are faithful and plausible to humans.",False,False,"The concepts from the two papers do not align in a way that creates a feasible, novel, and useful multidisciplinary research idea. While one focuses on stock valuation and the other on explainable AI in speech recognition, their intersection lacks a clear application or innovative approach that meets all standards.",
neg-1s-96,1,,2305.03818v3,"The Generalized Makeev Problem Revisited; Based on a result of Makeev, in 2012 Blagojevi\'c and Karasev proposed the
following problem: given any positive integers $m$ and $1\leq \ell\leq k$, find
the minimum dimension $d=\Delta(m;\ell/k)$ such that for any $m$ mass
distributions on $\mathbb{R}^d$, there exist $k$ hyperplanes, any $\ell$ of
which equipartition each mass. The $\ell=k$ case is a central question in
geometric and topological combinatorics which remains open except for few
values of $m$ and $k$. For $\ell< k$ and arbitrary $m$, we establish new upper
bounds on $\Delta(m;\ell/k)$ when (1) $\ell=2$ and $k$ is arbitrary and (2)
$\ell=3$ and $k=4$. When $\ell=k-1$ and $m+1$ is a power of two these bounds
are nearly optimal and are exponentially smaller than the current best upper
bounds when $\ell=k$. Similar remarks apply to our upper bounds when the
hyperplanes are prescribed to be pairwise orthogonal. Lastly, we provide
transversal extensions of our results along the lines recently established by
Frick et al.: given $m$ families of compact convex sets in $\mathbb{R}^d$ such
that no $2^\ell$ members of any family are pairwise disjoint, we show that
every member of each family is pierced by the union of any $\ell$ of some
collection of $k$ hyperplanes.",2305.14131v2,"Temporally Causal Discovery Tests for Discrete Time Series and Neural
  Spike Trains; We consider the problem of detecting causal relationships between discrete
time series, in the presence of potential confounders. A hypothesis test is
introduced for identifying the temporally causal influence of $(x_n)$ on
$(y_n)$, causally conditioned on a possibly confounding third time series
$(z_n)$. Under natural Markovian modeling assumptions, it is shown that the
null hypothesis, corresponding to the absence of temporally causal influence,
is equivalent to the underlying `causal conditional directed information rate'
being equal to zero. The plug-in estimator for this functional is identified
with the log-likelihood ratio test statistic for the desired test. This
statistic is shown to be asymptotically normal under the alternative hypothesis
and asymptotically $\chi^2$ distributed under the null, facilitating the
computation of $p$-values when used on empirical data. The effectiveness of the
resulting hypothesis test is illustrated on simulated data, validating the
underlying theory. The test is also employed in the analysis of spike train
data recorded from neurons in the V4 and FEF brain regions of behaving animals
during a visual attention task. There, the test results are seen to identify
interesting and biologically relevant information.",False,True,"The combination of geometric combinatorics from Paper 1 and causal discovery from Paper 2 can lead to a novel research idea that explores the causal relationships between spatial distributions of mass and their geometric properties. This idea is feasible, as it can be validated through experimental simulations and has potential applications in various fields, including physics and neuroscience.",
neg-1s-97,1,,1807.05786v4,"MIDV-500: A Dataset for Identity Documents Analysis and Recognition on
  Mobile Devices in Video Stream; A lot of research has been devoted to identity documents analysis and
recognition on mobile devices. However, no publicly available datasets designed
for this particular problem currently exist. There are a few datasets which are
useful for associated subtasks but in order to facilitate a more comprehensive
scientific and technical approach to identity document recognition more
specialized datasets are required. In this paper we present a Mobile Identity
Document Video dataset (MIDV-500) consisting of 500 video clips for 50
different identity document types with ground truth which allows to perform
research in a wide scope of document analysis problems. The paper presents
characteristics of the dataset and evaluation results for existing methods of
face detection, text line recognition, and document fields data extraction.
Since an important feature of identity documents is their sensitiveness as they
contain personal data, all source document images used in MIDV-500 are either
in public domain or distributed under public copyright licenses.
  The main goal of this paper is to present a dataset. However, in addition and
as a baseline, we present evaluation results for existing methods for face
detection, text line recognition, and document data extraction, using the
presented dataset.
  (The dataset is available for download at ftp://smartengines.com/midv-500/.)",2111.14281v1,"Passive Indoor Localization with WiFi Fingerprints; This paper proposes passive WiFi indoor localization. Instead of using WiFi
signals received by mobile devices as fingerprints, we use signals received by
routers to locate the mobile carrier. Consequently, software installation on
the mobile device is not required. To resolve the data insufficiency problem,
flow control signals such as request to send (RTS) and clear to send (CTS) are
utilized. In our model, received signal strength indicator (RSSI) and channel
state information (CSI) are used as fingerprints for several algorithms,
including deterministic, probabilistic and neural networks localization
algorithms. We further investigated localization algorithms performance through
extensive on-site experiments with various models of phones at hundreds of
testing locations. We demonstrate that our passive scheme achieves an average
localization error of 0.8 m when the phone is actively transmitting data frames
and 1.5 m when it is not transmitting data frames.",False,True,"By combining the MIDV-500 dataset for identity document recognition with passive WiFi localization techniques, a novel research idea could emerge that focuses on enhancing security and user verification in indoor environments. This approach is feasible, experimental, and addresses real-world problems in identity verification and location tracking.",
