id,title,abstract,categories,authors,date,research_type,y_true
2501.15548,Rationalizability and Monotonocity in Games with Incomplete Information,"This paper examines games with strategic complements or substitutes and
incomplete information, where players are uncertain about the opponents'
parameters. We assume that the players' beliefs about the opponent's parameters
are selected from some given set of beliefs. One extreme is the case where
these sets only contain a single belief, representing a scenario where the
players' actual beliefs about the parameters are commonly known among the
players. Another extreme is the situation where these sets contain all possible
beliefs, representing a scenario where the players have no information about
the opponents' beliefs about parameters. But we also allow for intermediate
cases, where these sets contain some, but not all, possible beliefs about the
parameters. We introduce an assumption of weakly increasing differences that
takes both the choice belief and parameter belief of a player into account.
Under this assumption, we demonstrate that greater choice-parameter beliefs
leads to greater optimal choices. Moreover, we show that the greatest and least
point rationalizable choice of a player is increasing in their parameter, and
these can be determined through an iterative procedure. In each round of the
iterative procedure, the lowest surviving choice is optimal for the lowest
choice-parameter belief, while the greatest surviving choice is optimal for the
highest choice-parameter belief.",['econ.TH'],['van Sloun Joep'],2025-01-26,,False
2503.05945,"Universal Scalability in Declarative Program Analysis (with Choice-Based
  Combination Pruning)","In this work, we present a simple, uniform, and elegant solution to the
problem, with stunning practical effectiveness and application to virtually any
Datalog-based analysis. The approach consists of leveraging the choice
construct, supported natively in modern Datalog engines like Souffl\'e. The
choice construct allows the definition of functional dependencies in a relation
and has been used in the past for expressing worklist algorithms. We show a
near-universal construction that allows the choice construct to flexibly limit
evaluation of predicates. The technique is applicable to practically any
analysis architecture imaginable, since it adaptively prunes evaluation results
when a (programmer-controlled) projection of a relation exceeds a desired
cardinality. We apply the technique to probably the largest, pre-existing
Datalog analysis frameworks in existence: Doop (for Java bytecode) and the main
client analyses from the Gigahorse framework (for Ethereum smart contracts).
Without needing to understand the existing analysis logic and with minimal,
local-only changes, the performance of each framework increases dramatically,
by over 20x for the hardest inputs, with near-negligible sacrifice in
completeness.",['cs.SE'],"['Antoniadis Anastasios', 'Tsatiris Ilias', 'Grech Nevill', 'Smaragdakis Yannis']",2025-03-07,,False
2501.05913,"Dust processing in the terrestrial planet-forming region of the PDS 70
  disk","Dust grains in protoplanetary disks are the building blocks of planets.
Investigating the dust composition and size, and their variation over time, is
crucial for understanding the planet formation process. The PDS 70 disk is so
far the only protoplanetary disk with concrete evidence for the presence of
young planets. Mid-infrared spectra were obtained for PDS 70 by the Infrared
Spectrograph (IRS) on the Spitzer Space Telescope (SST) and the Mid-Infrared
Instrument (MIRI) on the James Webb Space Telescope (JWST) in 2007 and 2022,
respectively. In this work, we investigate the dust mineralogy through a
detailed decomposition of the observed mid-infrared spectra. The results show
that both the dust size and crystallinity increased by a factor of about two
during the two epochs of observation, indicating evident dust processing in the
terrestrial planet-forming region of the PDS 70 disk. The dust size (~0.8
micron) and crystallinity (~6%) in the PDS 70 disk are similar to those of
other disks, which implies that the two nascent planets, PDS 70b and PDS 70c
located at radial distances of ~22AU and ~34AU, do not have a significant
impact on the dust processing in the inner disk. The flux densities at
wavelengths longer than ~16 micron measured by JWST/MIRI are only ~60% of those
obtained by Spitzer/IRS. Based on self-consistent radiative transfer modeling,
we found that such a strong variability in mid-infrared fluxes can be produced
by adjustments to the dust density distribution and structure of the inner disk
probably induced by planet-disk interaction.",['astro-ph.EP'],"['Liu Yao', 'Li Dafa', 'Wang Hongchi', 'Feng Haoran', 'Fang Min', 'Du Fujun', 'Henning Thomas', 'Perotti Giulia']",2025-01-10,,False
2501.17721,"Strange relaxation and metastable behaviours of the Ising ferromagnetic
  thick cubic shell","We have studied the equilibrium and nonequilibrium behaviours of the Ising
ferromagnetic thick cubic shell by Monte Carlo simulation. Our goal is to find
the dependence of the responses on the thickness of the shell. In the
equilibrium results, we found that the pseudo-critical temperature of
ferro-para phase transition of thick cubic shell increases with the increase of
the thickness following a hyperbolic tangent relation. In the nonequilibrium
studies, the relaxation time has been found to decrease with the increase of
the thickness of the cubic shell. Here three different regimes are found,
namely rapid fall, plateau and linear region. The metastable behaviour has been
studied also as another kind of non-equilibrium response. The metastable
lifetime has been studied as function of the thickness of the cubic shell. A
non-monotonic variation of metastable lifetime with the thickness of the shell
is observed. A specified thickness for longest-lived metastability has been
identified.",['cond-mat.stat-mech'],"['Tikader Ishita', 'Acharyya Muktish']",2025-01-29,,False
2501.09799,Scan-Adaptive MRI Undersampling Using Neighbor-based Optimization (SUNO),"Accelerated MRI involves collecting partial k-space measurements to reduce
acquisition time, patient discomfort, and motion artifacts, and typically uses
regular undersampling patterns or hand-designed schemes. Recent works have
studied population-adaptive sampling patterns that are learned from a group of
patients (or scans) based on population-specific metrics. However, such a
general sampling pattern can be sub-optimal for any specific scan since it may
lack scan or slice adaptive details. To overcome this issue, we propose a
framework for jointly learning scan-adaptive Cartesian undersampling patterns
and a corresponding reconstruction model from a training set. We use an
alternating algorithm for learning the sampling patterns and reconstruction
model where we use an iterative coordinate descent (ICD) based offline
optimization of scan-adaptive k-space sampling patterns for each example in the
training set. A nearest neighbor search is then used to select the
scan-adaptive sampling pattern at test time from initially acquired
low-frequency k-space information. We applied the proposed framework (dubbed
SUNO) to the fastMRI multi-coil knee and brain datasets, demonstrating improved
performance over currently used undersampling patterns at both 4x and 8x
acceleration factors in terms of both visual quality and quantitative metrics.
The code for the proposed framework is available at
https://github.com/sidgautam95/adaptive-sampling-mri-suno.",['eess.IV'],"['Gautam Siddhant', 'Li Angqi', 'Seiberlich Nicole', 'Fessler Jeffrey A.', 'Ravishankar Saiprasad']",2025-01-16,,False
2503.06197,"FALCON: A Framework for Fault Prediction in Open RAN Using Multi-Level
  Telemetry","O-RAN has brought in deployment flexibility and intelligent RAN control for
mobile operators through its disaggregated and modular architecture using open
interfaces. However, this disaggregation introduces complexities in system
integration and network management, as components are often sourced from
different vendors. In addition, the operators who are relying on open source
and virtualized components -- which are deployed on commodity hardware --
require additional resilient solutions as O-RAN deployments suffer from the
risk of failures at multiple levels including infrastructure, platform, and RAN
levels. To address these challenges, this paper proposes FALCON, a fault
prediction framework for O-RAN, which leverages infrastructure-, platform-, and
RAN-level telemetry to predict faults in virtualized O-RAN deployments. By
aggregating and analyzing metrics from various components at different levels
using AI/ML models, the FALCON framework enables proactive fault management,
providing operators with actionable insights to implement timely preventive
measures. The FALCON framework, using a Random Forest classifier, outperforms
two other classifiers on the predicted telemetry, achieving an average accuracy
and F1-score of more than 98%.",['cs.NI'],"['LS Yaswanth Kumar', 'Jain Somya', 'Tamma Bheemarjuna Reddy', 'Kondepu Koteswararao']",2025-03-08,,False
2502.03575,Chartist: Task-driven Eye Movement Control for Chart Reading,"To design data visualizations that are easy to comprehend, we need to
understand how people with different interests read them. Computational models
of predicting scanpaths on charts could complement empirical studies by
offering estimates of user performance inexpensively; however, previous models
have been limited to gaze patterns and overlooked the effects of tasks. Here,
we contribute Chartist, a computational model that simulates how users move
their eyes to extract information from the chart in order to perform analysis
tasks, including value retrieval, filtering, and finding extremes. The novel
contribution lies in a two-level hierarchical control architecture. At the high
level, the model uses LLMs to comprehend the information gained so far and
applies this representation to select a goal for the lower-level controllers,
which, in turn, move the eyes in accordance with a sampling policy learned via
reinforcement learning. The model is capable of predicting human-like
task-driven scanpaths across various tasks. It can be applied in fields such as
explainable AI, visualization design evaluation, and optimization. While it
displays limitations in terms of generalizability and accuracy, it takes
modeling in a promising direction, toward understanding human behaviors in
interacting with charts.",['cs.HC'],"['Shi Danqing', 'Wang Yao', 'Bai Yunpeng', 'Bulling Andreas', 'Oulasvirta Antti']",2025-02-05,,False
2501.11373,"Effect of Te doping in GeSe parent thick film by experimental in situ
  temperature-dependent structural investigation","As-deposited and unencapsulated GeSe$_{1-x}$Te$_x$ ($x = 0, 0.25$)
3-$\mu$m-thick amorphous films on Si(001) were obtained via the co-evaporation
technique to study the effect of selenium (Se) substitution for tellurium (Te)
on the GeSe parent structure in the function of the heating temperature. In
situ, grazing-incidence X-ray scattering (XRS), and fluorescence X-ray
Absorption Near Edge Structure (XANES) data were collected in isochronal
annealing conditions under nitrogen flow. The results show that the onset
temperature of crystallization $T_c$ and the crystallized phase symmetry are
susceptible to the Te 25 at. % doping. Furthermore, Ge and Se K-edge XANES
analyses reveal significant alterations in the local atomic environments
surrounding Ge and Se atoms during the transition from the amorphous to the
crystalline state. These modifications are accompanied by an observable
increase in local structural disorder upon substitution with Te atoms.",['cond-mat.mtrl-sci'],"['Armand P.', 'Escalier R.', 'Silly G.', 'Lizion J.', 'Piarristeguy A.']",2025-01-20,,False
2503.15628,"Robust trapping of 2D excitons in an engineered 1D potential from
  proximal ferroelectric domain walls","We investigate the confinement of neutral excitons in a one-dimensional (1D)
potential, engineered by proximizing hBN-encapsulated monolayer MoSe$_2$ to
ferroelectric domain walls (DW) in periodically poled LiNbO$_3$. Our device
exploits the nanometer scale in-plane electric field gradient at the DW to
induce the dipolar exciton confinement via the Stark effect. Spatially resolved
photoluminescence (PL) spectroscopy reveals the emergence of narrow emission
lines redshifted from the MoSe$_2$ neutral exciton by up to $\sim100\,$meV,
depending on the sample structure. The spatial distribution, excitation energy
response and polarization properties of the emission is consistent with
signatures of 1D-confined excitons. The large electric field gradients
accessible via proximal ferroelectric systems open up new avenues for the
creation of robust quantum-confined excitons in atomically thin materials and
their heterostructures.",['cond-mat.mes-hall'],"['Soubelet Pedro', 'Tong Yao', 'Hernandez Asier Astaburuaga', 'Ji Peirui', 'Gallo Katia', 'Stier Andreas V.', 'Finley Jonathan J.']",2025-03-19,,False
2503.11769,"The Chicago Carnegie Hubble Program: Improving the Calibration of SNe Ia
  with JWST Measurements of the Tip of the Red Giant Branch","We present distances to ten supernova (SN) host galaxies determined via the
red giant branch tip (TRGB) using JWST/NIRCAM and the F115W, F356W, and F444W
bandpasses. Our analysis, including photometric catalog cleaning, adoption of
disk light profiles, TRGB color slope estimation, and a novel technique for
identifying the infrared TRGB, was conducted blinded. The new F115W TRGB
distances agree well with our previously derived HST TRGB distances, differing
by only 1 percent on average and 4 percent on a per-galaxy basis. The
color-corrected F115W TRGB is therefore equally precise a method of distance
measurement as, and offers unique advantages over, its color-insensitive,
I-band counterpart. Using these distances, we update the absolute calibrations
of eleven calibrator SNe, yielding 68.4 < H0 < 69.6 km/s/Mpc depending on which
of four sets of SN magnitudes are used. We expand the sample of calibrator SNe
to 24 by combining with HST TRGB distances. Doing so increases our H0 estimate
based on the Carnegie Supernova Project II (CSP-II) by 0.8 km/s/Mpc (1.4 sigma)
demonstrating that our JWST H0 based on 11 SNe is not significantly biased
toward lower values. In contrast, the Pantheon+ calibration shifts higher by +2
km/s/Mpc (3.1 sigma), a significantly larger increase than seen in both the CSP
and the Pantheon team's own SuperCal analysis. More JWST observations of the
TRGB as well as independent analyses of low-redshift SNe are needed to continue
unraveling the true nature of the Hubble Tension.",['astro-ph.GA'],"['Hoyt Taylor J.', 'Jang In Sung', 'Freedman Wendy L.', 'Madore Barry F.', 'Owens Kayla A.', 'Lee Abigail J.']",2025-03-14,,False
2502.13347,Craw4LLM: Efficient Web Crawling for LLM Pretraining,"Web crawl is a main source of large language models' (LLMs) pretraining data,
but the majority of crawled web pages are discarded in pretraining due to low
data quality. This paper presents Craw4LLM, an efficient web crawling method
that explores the web graph based on the preference of LLM pretraining.
Specifically, it leverages the influence of a webpage in LLM pretraining as the
priority score of the web crawler's scheduler, replacing the standard graph
connectivity based priority. Our experiments on a web graph containing 900
million webpages from a commercial search engine's index demonstrate the
efficiency of Craw4LLM in obtaining high-quality pretraining data. With just
21% URLs crawled, LLMs pretrained on Craw4LLM data reach the same downstream
performances of previous crawls, significantly reducing the crawling waste and
alleviating the burdens on websites. Our code is publicly available at
https://github.com/cxcscmu/Craw4LLM.",['cs.CL'],"['Yu Shi', 'Liu Zhiyuan', 'Xiong Chenyan']",2025-02-18,,False
2503.15054,"Joint Design of Radar Receive Filter and Unimodular ISAC Waveform with
  Sidelobe Level Control","Integrated sensing and communication (ISAC) has been considered a key feature
of next-generation wireless networks. This paper investigates the joint design
of the radar receive filter and dual-functional transmit waveform for the
multiple-input multiple-output (MIMO) ISAC system. While optimizing the mean
square error (MSE) of the radar receive spatial response and maximizing the
achievable rate at the communication receiver, besides the constraints of
full-power radar receiving filter and unimodular transmit sequence, we control
the maximum range sidelobe level, which is often overlooked in existing ISAC
waveform design literature, for better radar imaging performance. To solve the
formulated optimization problem with convex and nonconvex constraints, we
propose an inexact augmented Lagrangian method (ALM) algorithm. For each
subproblem in the proposed inexact ALM algorithm, we custom-design a block
successive upper-bound minimization (BSUM) scheme with closed-form solutions
for all blocks of variable to enhance the computational efficiency. Convergence
analysis shows that the proposed algorithm is guaranteed to provide a
stationary and feasible solution. Extensive simulations are performed to
investigate the impact of different system parameters on communication and
radar imaging performance. Comparison with the existing works shows the
superiority of the proposed algorithm.",['eess.SP'],"['Zhang Kecheng', 'Liu Ya-Feng', 'Wang Zhongbin', 'Yuan Weijie', 'Keskin Musa Furkan', 'Wymeersch Henk', 'Xia Shuqiang']",2025-03-19,,False
2503.06593,"The dynamical and thermodynamic effects of turbulence for the cosmic
  baryonic fluid","Both simulations and observations indicate that the so-called missing baryons
reside in the intergalactic medium (IGM) known as the warm-hot intergalactic
medium (WHIM). In this article, we demonstrate that turbulence in the cosmic
baryonic fluid is crucial for correctly understanding both the spatial
distribution and the physical origins of the missing baryons in the universe.
First, we find that dynamical effects cause the gas to be detained in
low-density and intermediate-density regions, resulting in high baryon
fractions, while prevent the inflow of the gas in high-density regions, leading
to low baryon fractions. Second, turbulent energy is converted into thermal
energy, and the injection and dissipation of turbulent energy have essentially
reached a balance from $z=1$ to $0$. This indicates that the cosmic fluid is in
a state of fully-developed turbulence within this redshift range. Due to
turbulent heating, as redshift decreases, an increasing amount of warm gas is
heated and transitions into the WHIM, and some even into hot gas.",['astro-ph.CO'],"['Wang Yun', 'Li Minxing', 'He Ping']",2025-03-09,,False
2502.03996,"Power-over-fiber and distributed acoustic sensing hybridization in
  single fiber channel","The efficient and independent operation of power-over-fiber (PoF) and
distributed acoustic sensing (DAS) has been demonstrated using standard
single-mode fiber (SSMF). A transmission optical power efficiency (OPTE) of
6.67% was achieved over an 11.8 km fiber link, supporting both power delivery
and distributed optical fiber sensing (DOFS). To minimize cross-talk, the
system separates the power and sensing channels by a 40 THz bandwidth. In the
experiment, the power and sensing light wavelengths are 1064 nm (continuous)
and 1550 nm (pulsed), respectively. As the transmitted optical power increased
from 0 W to 2.13 W, the DAS system successfully localized vibration sources and
reconstructed phase information, confirming its ability to operate under high
optical power. The reported scheme verifies the possibility of constructing the
sensing-energy hybrid network based on conventional optical fiber with the
advantages of flexibility and low cost.",['physics.optics'],"['Zhang Jing', 'Chen Yao', 'Huang Tianye', 'Chen Kaifu', 'Guo Hanlin', 'Huang Yongkang', 'Guo Lu', 'Xiong Liangming', 'Shum Perry Ping']",2025-02-06,,False
2503.00357,"CAT-3DGS: A Context-Adaptive Triplane Approach to
  Rate-Distortion-Optimized 3DGS Compression","3D Gaussian Splatting (3DGS) has recently emerged as a promising 3D
representation. Much research has been focused on reducing its storage
requirements and memory footprint. However, the needs to compress and transmit
the 3DGS representation to the remote side are overlooked. This new application
calls for rate-distortion-optimized 3DGS compression. How to quantize and
entropy encode sparse Gaussian primitives in the 3D space remains largely
unexplored. Few early attempts resort to the hyperprior framework from learned
image compression. But, they fail to utilize fully the inter and intra
correlation inherent in Gaussian primitives. Built on ScaffoldGS, this work,
termed CAT-3DGS, introduces a context-adaptive triplane approach to their
rate-distortion-optimized coding. It features multi-scale triplanes, oriented
according to the principal axes of Gaussian primitives in the 3D space, to
capture their inter correlation (i.e. spatial correlation) for spatial
autoregressive coding in the projected 2D planes. With these triplanes serving
as the hyperprior, we further perform channel-wise autoregressive coding to
leverage the intra correlation within each individual Gaussian primitive. Our
CAT-3DGS incorporates a view frequency-aware masking mechanism. It actively
skips from coding those Gaussian primitives that potentially have little impact
on the rendering quality. When trained end-to-end to strike a good
rate-distortion trade-off, our CAT-3DGS achieves the state-of-the-art
compression performance on the commonly used real-world datasets.",['cs.CV'],"['Zhan Yu-Ting', 'Ho Cheng-Yuan', 'Yang Hebi', 'Chen Yi-Hsin', 'Chiang Jui Chiu', 'Liu Yu-Lun', 'Peng Wen-Hsiao']",2025-03-01,,False
2501.01916,Microchip semiconductor membrane external-cavity surface-emitting laser,"We demonstrate the first microchip semiconductor membrane external-cavity
surface-emitting laser. This compact type of laser consists solely of a
semiconductor gain region present as a micron-thin membrane, sandwiched between
two transparent heat spreaders. The heat spreaders have a highly reflective
coating on their outer facets, which assembles the laser's plane-parallel
solid-state cavity with a total length of just ~1 mm. One of the coatings with
slightly reduced reflectivity acts as outcoupling mirror. The microchip
membrane external-cavity surface-emitting laser (microchip MECSEL) is optically
pumped with a standard fiber-coupled diode laser module emitting at 808 nm and
stabilizes itself due to an occurring thermal lens. More than one watt of
continuous wave output power around 1123 nm and a record value in fitted slope
efficiency of ~51.4 % with MECSELs, while maintaining excellent beam quality
(TEM_00, M^2 < 1.05), is demonstrated. Important properties of semiconductor
lasers such as the efficiency, beam quality, and polarization were
investigated. Further, this setup was used to characterize the thermal lens and
it's dependence on the absorbed pump power in the microchip MECSEL. Such
systems represent an attractive solution, when high-power output at
customizable emission wavelength with excellent beam quality is needed in
combination with very compact built size.",['physics.optics'],"['Hirlinger-Alexander Jakob', 'Scharwaechter Michael', 'Bader Franzisca', 'Steck Julius', 'Seibold Matthias', 'Werner Marco', 'Bek Roman', 'Kahle Hermann']",2025-01-03,,False
2501.07841,"GeoWarp: Warped spatial processes for inferring subsea sediment
  properties","For offshore structures like wind turbines, subsea infrastructure, pipelines,
and cables, it is crucial to quantify the properties of the seabed sediments at
a proposed site. However, data collection offshore is costly, so analysis of
the seabed sediments must be made from measurements that are spatially sparse.
Adding to this challenge, the structure of the seabed sediments exhibits both
nonstationarity and anisotropy. To address these issues, we propose GeoWarp, a
hierarchical spatial statistical modeling framework for inferring the 3-D
geotechnical properties of subsea sediments. GeoWarp decomposes the seabed
properties into a region-wide vertical mean profile (modeled using B-splines),
and a nonstationary 3-D spatial Gaussian process. Process nonstationarity and
anisotropy are accommodated by warping space in three dimensions and by
allowing the process variance to change with depth. We apply GeoWarp to
measurements of the seabed made using cone penetrometer tests (CPTs) at six
sites on the North West Shelf of Australia. We show that GeoWarp captures the
complex spatial distribution of the sediment properties, and produces realistic
3-D simulations suitable for downstream engineering analyses. Through
cross-validation, we show that GeoWarp has predictive performance superior to
other state-of-the-art methods, demonstrating its value as a tool in offshore
geotechnical engineering.",['stat.AP'],"['Bertolacci Michael', 'Zammit-Mangion Andrew', 'Giraldo Juan Valderrama', ""O'Neill Michael"", 'Bransby Fraser', 'Watson Phil']",2025-01-13,,False
2502.06619,"Unleashing the Potential of Pre-Trained Diffusion Models for
  Generalizable Person Re-Identification","Domain-generalizable re-identification (DG Re-ID) aims to train a model on
one or more source domains and evaluate its performance on unseen target
domains, a task that has attracted growing attention due to its practical
relevance. While numerous methods have been proposed, most rely on
discriminative or contrastive learning frameworks to learn generalizable
feature representations. However, these approaches often fail to mitigate
shortcut learning, leading to suboptimal performance. In this work, we propose
a novel method called diffusion model-assisted representation learning with a
correlation-aware conditioning scheme (DCAC) to enhance DG Re-ID. Our method
integrates a discriminative and contrastive Re-ID model with a pre-trained
diffusion model through a correlation-aware conditioning scheme. By
incorporating ID classification probabilities generated from the Re-ID model
with a set of learnable ID-wise prompts, the conditioning scheme injects dark
knowledge that captures ID correlations to guide the diffusion process.
Simultaneously, feedback from the diffusion model is back-propagated through
the conditioning scheme to the Re-ID model, effectively improving the
generalization capability of Re-ID features. Extensive experiments on both
single-source and multi-source DG Re-ID tasks demonstrate that our method
achieves state-of-the-art performance. Comprehensive ablation studies further
validate the effectiveness of the proposed approach, providing insights into
its robustness. Codes will be available at https://github.com/RikoLi/DCAC.",['cs.CV'],"['Li Jiachen', 'Gong Xiaojin']",2025-02-10,,False
2503.12302,Finite groups with dense ${\cal CD}$-subgroups,"A group $G$ is said to have dense ${\cal CD}$-subgroups if each non-empty
open interval of the subgroup lattice $L(G)$ contains a subgroup in the
Chermak--Delgado lattice ${\cal CD}(G)$. In this note, we study finite groups
satisfying this property.",['math.GR'],"['McCulloch Ryan', 'Tărnăuceanu Marius']",2025-03-15,,False
2502.11158,"AnyRefill: A Unified, Data-Efficient Framework for Left-Prompt-Guided
  Vision Tasks","In this paper, we present a novel Left-Prompt-Guided (LPG) paradigm to
address a diverse range of reference-based vision tasks. Inspired by the human
creative process, we reformulate these tasks using a left-right stitching
formulation to construct contextual input. Building upon this foundation, we
propose AnyRefill, an extension of LeftRefill, that effectively adapts
Text-to-Image (T2I) models to various vision tasks. AnyRefill leverages the
inpainting priors of advanced T2I model based on the Diffusion Transformer
(DiT) architecture, and incorporates flexible components to enhance its
capabilities. By combining task-specific LoRAs with the stitching input,
AnyRefill unlocks its potential across diverse tasks, including conditional
generation, visual perception, and image editing, without requiring additional
visual encoders. Meanwhile, AnyRefill exhibits remarkable data efficiency,
requiring minimal task-specific fine-tuning while maintaining high generative
performance. Through extensive ablation studies, we demonstrate that AnyRefill
outperforms other image condition injection methods and achieves competitive
results compared to state-of-the-art open-source methods. Notably, AnyRefill
delivers results comparable to advanced commercial tools, such as IC-Light and
SeedEdit, even in challenging scenarios. Comprehensive experiments and ablation
studies across versatile tasks validate the strong generation of the proposed
simple yet effective LPG formulation, establishing AnyRefill as a unified,
highly data-efficient solution for reference-based vision tasks.",['cs.CV'],"['Xie Ming', 'Cao Chenjie', 'Cai Yunuo', 'Xue Xiangyang', 'Jiang Yu-Gang', 'Fu Yanwei']",2025-02-16,,False
2501.12788,X-ray reverberation black hole mass and distance estimates of Cygnus X-1,"We fit X-ray reverberation models to Rossi X-ray Timing Explorer data from
the X-ray binary Cygnus X-1 in its hard state to yield estimates for the black
hole mass and the distance to the system. The rapid variability observed in the
X-ray signal from accreting black holes provides a powerful diagnostic to
indirectly map the ultra-compact region in the vicinity of the black hole
horizon. X-ray reverberation mapping exploits the light crossing delay between
X-rays that reach us directly from the hard X-ray emitting 'corona', and those
that first reflect off the accretion disc. Here we build upon a previous
reverberation mass measurement of Cygnus X-1 that used the RELTRANS software
package. Our new analysis enhances signal to noise with an improved treatment
of the statistics, and implements new RELTRANS models that are sensitive to
distance. The reduced uncertainties uncover evidence of mass accretion rate
variability in the inner region of the disc that propagates towards the corona.
We fit two different distance-sensitive models, and both return reasonable
values of distance and mass within a factor 2 of the accepted values. The
models both employ a point-like 'lamppost' corona and differ only in their
treatment of the angular emissivity of the corona. The two models return
different mass and distance estimates to one another, indicating that future
reverberation models that include an extended corona geometry can be used to
constrain the shape of the corona if the known mass and distance are utilised
via Bayesian priors.",['astro-ph.HE'],"[""O'Neill Patrick"", 'Ingram Adam', 'Nathan Edward', 'Mastroserio Guglielmo', 'van der Klis Michiel', 'Lucchini Matteo', 'Mitchell Jake']",2025-01-22,,False
2503.08333,1LoRA: Summation Compression for Very Low-Rank Adaptation,"Parameter-Efficient Fine-Tuning (PEFT) methods have transformed the approach
to fine-tuning large models for downstream tasks by enabling the adjustment of
significantly fewer parameters than those in the original model matrices. In
this work, we study the ""very low rank regime"", where we fine-tune the lowest
amount of parameters per linear layer for each considered PEFT method. We
propose 1LoRA (Summation Low-Rank Adaptation), a compute, parameter and memory
efficient fine-tuning method which uses the feature sum as fixed compression
and a single trainable vector as decompression. Differently from
state-of-the-art PEFT methods like LoRA, VeRA, and the recent MoRA, 1LoRA uses
fewer parameters per layer, reducing the memory footprint and the computational
cost. We extensively evaluate our method against state-of-the-art PEFT methods
on multiple fine-tuning tasks, and show that our method not only outperforms
them, but is also more parameter, memory and computationally efficient.
Moreover, thanks to its memory efficiency, 1LoRA allows to fine-tune more
evenly across layers, instead of focusing on specific ones (e.g. attention
layers), improving performance further.",['cs.CV'],"['Quercia Alessio', 'Cao Zhuo', 'Bangun Arya', 'Paul Richard D.', 'Morrison Abigail', 'Assent Ira', 'Scharr Hanno']",2025-03-11,,False
2501.05064,Equivalence of labeled graphs and lattices,"In $1973$, Harary and Palmer posed the problem of enumeration of labeled
graphs on $n \geq 1$ unisolated vertices and $l \geq 0$ edges. In $1997$,
Bender et al.\ obtained a recurrence relation representing the sequence
$A054548$(OEIS) of labeled graphs on $n \geq 0$ unisolated vertices containing
$q \geq \frac{n}{2}$ edges. In $2020$, Bhavale and Waphare obtained a
recurrence relation representing the sequence of fundamental basic blocks on $n
\geq 0$ comparable reducible elements, having nullity $l \geq \lfloor
\frac{n+1}{2} \rfloor$. In this paper, we prove the equivalence of these two
sequences. We also provide an edge labeling for a given vertex labeled finite
simple graph.",['math.CO'],['Bhavale Ashok Nivrutti'],2025-01-09,,False
2503.13206,"Enhanced Quantum Signal Control and Sensing Under Multicolored Noise via
  Generalized Filter Function Framework","We introduce a generalized filter-function framework that treats noise
coupling strength as a tunable control parameter, enabling target noise
suppression across user-defined frequency bands. By optimizing this generalized
filter function, we design band-selective control pulses that achieve $0.9999$
fidelity of single- and two-qubit gates under strong noise with diverse
spectral profiles. We further extend the method to selectively enhance the
signal-to-noise ratio for quantum sensing of AC signals with an enhanced
precision of up to $10$ dB. The resulting control pulses are experimentally
feasible, offering a practical pathway toward robust quantum operations and
high-precision signal processing under spectrally complex noises.",['quant-ph'],"['Zhang Zhi-Da', 'Song Yao', 'Dong Wen-Zheng', 'Deng Xiu-Hao']",2025-03-17,,False
2501.03862,"Rendezfood: A Design Case Study of a Conversational Location-based
  Approach in Restaurants","The restaurant industry is currently facing a challenging socio-economic
situation caused by the rise of delivery services, inflation, and typically low
margins. Often, technological opportunities for process optimization or
customer retention are not fully utilized. In our design case study, we
investigate which technologies are already being used to improve the customer
experience in restaurants and explore a novel new approach to this issue. We
designed, implemented, and evaluated a platform with customers and
restaurateurs to increase visibility and emotional connection to nearby
restaurants through their dishes. Some of our key findings include the enormous
potential of combining location-based systems and conversational agents, but
also the difficulties in creating content for such platforms. We contribute to
the field of Human-Food Interaction by (1) identifying promising design spaces
as well as customer and restaurateur requirements for technology in this
domain, (2) presenting an innovative design case study to improve the user
experience, and (3) exploring the broader implications of our design case study
findings for approaching a real-world metaverse.",['cs.HC'],"['Weber Philip', 'Krings Kevin', 'Schröder Lukas', 'Michel Lea Katharina', 'Ludwig Thomas']",2025-01-07,,False
2503.05003,Parallel Logical Measurements via Quantum Code Surgery,"Quantum code surgery is a flexible and low overhead technique for performing
logical measurements on quantum error-correcting codes, which generalises
lattice surgery. In this work, we present a code surgery scheme, applicable to
any Calderbank-Shor-Steane quantum low-density parity check (LDPC) code, that
fault-tolerantly measures many logical Pauli operators in parallel. For a
collection of logically disjoint Pauli product measurements supported on $t$
logical qubits, our scheme uses $O\big(t \omega (\log t + \log^3\omega)\big)$
ancilla qubits, where $\omega \geq d$ is the maximum weight of the single
logical Pauli representatives involved in the measurements, and $d$ is the code
distance. This is all done in time $O(d)$ independent of $t$. Our proposed
scheme preserves both the LDPC property and the fault-distance of the original
code, without requiring ancillary logical codeblocks which may be costly to
prepare. This addresses a shortcoming of several recently introduced surgery
schemes which can only be applied to measure a limited number of logical
operators in parallel if they overlap on data qubits.",['quant-ph'],"['Cowtan Alexander', 'He Zhiyang', 'Williamson Dominic J.', 'Yoder Theodore J.']",2025-03-06,,False
